sample_id,dataset,split,task,image_path,mask_path,class_name,orig_class_folder,is_labeled
fus_00001165,FUSeg,test,seg,data/FUSeg/test/images/1365.png,,,,0
fus_00001166,FUSeg,test,seg,data/FUSeg/test/images/1370.png,,,,0
fus_00001167,FUSeg,test,seg,data/FUSeg/test/images/1373.png,,,,0
fus_00001168,FUSeg,test,seg,data/FUSeg/test/images/1379.png,,,,0
fus_00001169,FUSeg,test,seg,data/FUSeg/test/images/1381.png,,,,0
fus_00001170,FUSeg,test,seg,data/FUSeg/test/images/1382.png,,,,0
fus_00001171,FUSeg,test,seg,data/FUSeg/test/images/1389.png,,,,0
fus_00001172,FUSeg,test,seg,data/FUSeg/test/images/1390.png,,,,0
fus_00001173,FUSeg,test,seg,data/FUSeg/test/images/1395.png,,,,0
fus_00001174,FUSeg,test,seg,data/FUSeg/test/images/1396.png,,,,0
fus_00001175,FUSeg,test,seg,data/FUSeg/test/images/1397.png,,,,0
fus_00001176,FUSeg,test,seg,data/FUSeg/test/images/1399.png,,,,0
fus_00001177,FUSeg,test,seg,data/FUSeg/test/images/1404.png,,,,0
fus_00001178,FUSeg,test,seg,data/FUSeg/test/images/1405.png,,,,0
fus_00001179,FUSeg,test,seg,data/FUSeg/test/images/1406.png,,,,0
fus_00001180,FUSeg,test,seg,data/FUSeg/test/images/1412.png,,,,0
fus_00001181,FUSeg,test,seg,data/FUSeg/test/images/1416.png,,,,0
fus_00001182,FUSeg,test,seg,data/FUSeg/test/images/1418.png,,,,0
fus_00001183,FUSeg,test,seg,data/FUSeg/test/images/1419.png,,,,0
fus_00001184,FUSeg,test,seg,data/FUSeg/test/images/1421.png,,,,0
fus_00001185,FUSeg,test,seg,data/FUSeg/test/images/1423.png,,,,0
fus_00001186,FUSeg,test,seg,data/FUSeg/test/images/1424.png,,,,0
fus_00001187,FUSeg,test,seg,data/FUSeg/test/images/1427.png,,,,0
fus_00001188,FUSeg,test,seg,data/FUSeg/test/images/1437.png,,,,0
fus_00001189,FUSeg,test,seg,data/FUSeg/test/images/1439.png,,,,0
fus_00001190,FUSeg,test,seg,data/FUSeg/test/images/1442.png,,,,0
fus_00001191,FUSeg,test,seg,data/FUSeg/test/images/1443.png,,,,0
fus_00001192,FUSeg,test,seg,data/FUSeg/test/images/1444.png,,,,0
fus_00001193,FUSeg,test,seg,data/FUSeg/test/images/1445.png,,,,0
fus_00001194,FUSeg,test,seg,data/FUSeg/test/images/1446.png,,,,0
fus_00001195,FUSeg,test,seg,data/FUSeg/test/images/1448.png,,,,0
fus_00001196,FUSeg,test,seg,data/FUSeg/test/images/1450.png,,,,0
fus_00001197,FUSeg,test,seg,data/FUSeg/test/images/1459.png,,,,0
fus_00001198,FUSeg,test,seg,data/FUSeg/test/images/1460.png,,,,0
fus_00001199,FUSeg,test,seg,data/FUSeg/test/images/1462.png,,,,0
fus_00001200,FUSeg,test,seg,data/FUSeg/test/images/1464.png,,,,0
fus_00001201,FUSeg,test,seg,data/FUSeg/test/images/1465.png,,,,0
fus_00001202,FUSeg,test,seg,data/FUSeg/test/images/1466.png,,,,0
fus_00001203,FUSeg,test,seg,data/FUSeg/test/images/1467.png,,,,0
fus_00001204,FUSeg,test,seg,data/FUSeg/test/images/1469.png,,,,0
fus_00001205,FUSeg,test,seg,data/FUSeg/test/images/1470.png,,,,0
fus_00001206,FUSeg,test,seg,data/FUSeg/test/images/1471.png,,,,0
fus_00001207,FUSeg,test,seg,data/FUSeg/test/images/1473.png,,,,0
fus_00001208,FUSeg,test,seg,data/FUSeg/test/images/1475.png,,,,0
fus_00001209,FUSeg,test,seg,data/FUSeg/test/images/1476.png,,,,0
azh_00001210,AZH,train,cls,data/AZH/train/BG/1.jpg,,bg,BG,1
azh_00001211,AZH,train,cls,data/AZH/train/BG/10.jpg,,bg,BG,1
azh_00001212,AZH,train,cls,data/AZH/train/BG/11.jpg,,bg,BG,1
azh_00001213,AZH,train,cls,data/AZH/train/BG/12.jpg,,bg,BG,1
azh_00001214,AZH,train,cls,data/AZH/train/BG/13.jpg,,bg,BG,1
azh_00001215,AZH,train,cls,data/AZH/train/BG/14.jpg,,bg,BG,1
azh_00001216,AZH,train,cls,data/AZH/train/BG/15.jpg,,bg,BG,1
azh_00001217,AZH,train,cls,data/AZH/train/BG/16.jpg,,bg,BG,1
azh_00001218,AZH,train,cls,data/AZH/train/BG/17.jpg,,bg,BG,1
azh_00001219,AZH,train,cls,data/AZH/train/BG/18.jpg,,bg,BG,1
azh_00001220,AZH,train,cls,data/AZH/train/BG/19.jpg,,bg,BG,1
azh_00001221,AZH,train,cls,data/AZH/train/BG/2.jpg,,bg,BG,1
azh_00001222,AZH,train,cls,data/AZH/train/BG/20.jpg,,bg,BG,1
azh_00001223,AZH,train,cls,data/AZH/train/BG/21.jpg,,bg,BG,1
azh_00001224,AZH,train,cls,data/AZH/train/BG/22.jpg,,bg,BG,1
azh_00001225,AZH,train,cls,data/AZH/train/BG/23.jpg,,bg,BG,1
azh_00001226,AZH,train,cls,data/AZH/train/BG/24.jpg,,bg,BG,1
azh_00001227,AZH,train,cls,data/AZH/train/BG/25.jpg,,bg,BG,1
azh_00001228,AZH,train,cls,data/AZH/train/BG/26.jpg,,bg,BG,1
azh_00001229,AZH,train,cls,data/AZH/train/BG/27.jpg,,bg,BG,1
azh_00001230,AZH,train,cls,data/AZH/train/BG/28.jpg,,bg,BG,1
azh_00001231,AZH,train,cls,data/AZH/train/BG/29.jpg,,bg,BG,1
azh_00001232,AZH,train,cls,data/AZH/train/BG/3.jpg,,bg,BG,1
azh_00001233,AZH,train,cls,data/AZH/train/BG/30.jpg,,bg,BG,1
azh_00001234,AZH,train,cls,data/AZH/train/BG/31.jpg,,bg,BG,1
azh_00001235,AZH,train,cls,data/AZH/train/BG/32.jpg,,bg,BG,1
azh_00001236,AZH,train,cls,data/AZH/train/BG/33.jpg,,bg,BG,1
azh_00001237,AZH,train,cls,data/AZH/train/BG/34.jpg,,bg,BG,1
azh_00001238,AZH,train,cls,data/AZH/train/BG/35.jpg,,bg,BG,1
azh_00001239,AZH,train,cls,data/AZH/train/BG/36.jpg,,bg,BG,1
azh_00001240,AZH,train,cls,data/AZH/train/BG/37.jpg,,bg,BG,1
azh_00001241,AZH,train,cls,data/AZH/train/BG/38.jpg,,bg,BG,1
azh_00001242,AZH,train,cls,data/AZH/train/BG/39.jpg,,bg,BG,1
azh_00001243,AZH,train,cls,data/AZH/train/BG/4.jpg,,bg,BG,1
azh_00001244,AZH,train,cls,data/AZH/train/BG/40.jpg,,bg,BG,1
azh_00001245,AZH,train,cls,data/AZH/train/BG/41.jpg,,bg,BG,1
azh_00001246,AZH,train,cls,data/AZH/train/BG/42.jpg,,bg,BG,1
azh_00001247,AZH,train,cls,data/AZH/train/BG/43.jpg,,bg,BG,1
azh_00001248,AZH,train,cls,data/AZH/train/BG/44.jpg,,bg,BG,1
azh_00001249,AZH,train,cls,data/AZH/train/BG/45.jpg,,bg,BG,1
azh_00001250,AZH,train,cls,data/AZH/train/BG/46.jpg,,bg,BG,1
azh_00001251,AZH,train,cls,data/AZH/train/BG/47.jpg,,bg,BG,1
azh_00001252,AZH,train,cls,data/AZH/train/BG/48.jpg,,bg,BG,1
azh_00001253,AZH,train,cls,data/AZH/train/BG/49.jpg,,bg,BG,1
azh_00001254,AZH,train,cls,data/AZH/train/BG/5.jpg,,bg,BG,1
azh_00001255,AZH,train,cls,data/AZH/train/BG/50.jpg,,bg,BG,1
azh_00001256,AZH,train,cls,data/AZH/train/BG/51.jpg,,bg,BG,1
azh_00001257,AZH,train,cls,data/AZH/train/BG/52.jpg,,bg,BG,1
azh_00001258,AZH,train,cls,data/AZH/train/BG/53.jpg,,bg,BG,1
azh_00001259,AZH,train,cls,data/AZH/train/BG/54.jpg,,bg,BG,1
azh_00001260,AZH,train,cls,data/AZH/train/BG/55.jpg,,bg,BG,1
azh_00001261,AZH,train,cls,data/AZH/train/BG/56.jpg,,bg,BG,1
azh_00001262,AZH,train,cls,data/AZH/train/BG/57.jpg,,bg,BG,1
azh_00001263,AZH,train,cls,data/AZH/train/BG/58.jpg,,bg,BG,1
azh_00001264,AZH,train,cls,data/AZH/train/BG/59.jpg,,bg,BG,1
azh_00001265,AZH,train,cls,data/AZH/train/BG/6.jpg,,bg,BG,1
azh_00001266,AZH,train,cls,data/AZH/train/BG/60.jpg,,bg,BG,1
azh_00001267,AZH,train,cls,data/AZH/train/BG/61.jpg,,bg,BG,1
azh_00001268,AZH,train,cls,data/AZH/train/BG/62.jpg,,bg,BG,1
azh_00001269,AZH,train,cls,data/AZH/train/BG/63.jpg,,bg,BG,1
azh_00001270,AZH,train,cls,data/AZH/train/BG/64.jpg,,bg,BG,1
azh_00001271,AZH,train,cls,data/AZH/train/BG/65.jpg,,bg,BG,1
azh_00001272,AZH,train,cls,data/AZH/train/BG/66.jpg,,bg,BG,1
azh_00001273,AZH,train,cls,data/AZH/train/BG/67.jpg,,bg,BG,1
azh_00001274,AZH,train,cls,data/AZH/train/BG/68.jpg,,bg,BG,1
azh_00001275,AZH,train,cls,data/AZH/train/BG/69.jpg,,bg,BG,1
azh_00001276,AZH,train,cls,data/AZH/train/BG/7.jpg,,bg,BG,1
azh_00001277,AZH,train,cls,data/AZH/train/BG/70.jpg,,bg,BG,1
azh_00001278,AZH,train,cls,data/AZH/train/BG/71.jpg,,bg,BG,1
azh_00001279,AZH,train,cls,data/AZH/train/BG/72.jpg,,bg,BG,1
azh_00001280,AZH,train,cls,data/AZH/train/BG/73.jpg,,bg,BG,1
azh_00001281,AZH,train,cls,data/AZH/train/BG/74.jpg,,bg,BG,1
azh_00001282,AZH,train,cls,data/AZH/train/BG/75.jpg,,bg,BG,1
azh_00001283,AZH,train,cls,data/AZH/train/BG/8.jpg,,bg,BG,1
azh_00001284,AZH,train,cls,data/AZH/train/BG/9.jpg,,bg,BG,1
azh_00001285,AZH,train,cls,data/AZH/train/diabetic/100_0.jpg,,diabetic,diabetic,1
azh_00001286,AZH,train,cls,data/AZH/train/diabetic/101_0.jpg,,diabetic,diabetic,1
azh_00001287,AZH,train,cls,data/AZH/train/diabetic/102_0.jpg,,diabetic,diabetic,1
azh_00001288,AZH,train,cls,data/AZH/train/diabetic/103_0.jpg,,diabetic,diabetic,1
azh_00001289,AZH,train,cls,data/AZH/train/diabetic/104_0.jpg,,diabetic,diabetic,1
azh_00001290,AZH,train,cls,data/AZH/train/diabetic/107_0.jpg,,diabetic,diabetic,1
azh_00001291,AZH,train,cls,data/AZH/train/diabetic/108_0.jpg,,diabetic,diabetic,1
azh_00001292,AZH,train,cls,data/AZH/train/diabetic/109_0.jpg,,diabetic,diabetic,1
azh_00001293,AZH,train,cls,data/AZH/train/diabetic/10_0.jpg,,diabetic,diabetic,1
azh_00001294,AZH,train,cls,data/AZH/train/diabetic/110_0.jpg,,diabetic,diabetic,1
azh_00001295,AZH,train,cls,data/AZH/train/diabetic/113_0.jpg,,diabetic,diabetic,1
azh_00001296,AZH,train,cls,data/AZH/train/diabetic/114_0.jpg,,diabetic,diabetic,1
azh_00001297,AZH,train,cls,data/AZH/train/diabetic/115_0.jpg,,diabetic,diabetic,1
azh_00001298,AZH,train,cls,data/AZH/train/diabetic/116_0.jpg,,diabetic,diabetic,1
azh_00001299,AZH,train,cls,data/AZH/train/diabetic/117_0.jpg,,diabetic,diabetic,1
azh_00001300,AZH,train,cls,data/AZH/train/diabetic/118_0.jpg,,diabetic,diabetic,1
azh_00001301,AZH,train,cls,data/AZH/train/diabetic/11_0.jpg,,diabetic,diabetic,1
azh_00001302,AZH,train,cls,data/AZH/train/diabetic/120_0.jpg,,diabetic,diabetic,1
azh_00001303,AZH,train,cls,data/AZH/train/diabetic/122_0.jpg,,diabetic,diabetic,1
azh_00001304,AZH,train,cls,data/AZH/train/diabetic/122_1.jpg,,diabetic,diabetic,1
azh_00001305,AZH,train,cls,data/AZH/train/diabetic/123_0.jpg,,diabetic,diabetic,1
azh_00001306,AZH,train,cls,data/AZH/train/diabetic/124_0.jpg,,diabetic,diabetic,1
azh_00001307,AZH,train,cls,data/AZH/train/diabetic/125_0.jpg,,diabetic,diabetic,1
azh_00001308,AZH,train,cls,data/AZH/train/diabetic/127_0.jpg,,diabetic,diabetic,1
azh_00001309,AZH,train,cls,data/AZH/train/diabetic/128_0.jpg,,diabetic,diabetic,1
azh_00001310,AZH,train,cls,data/AZH/train/diabetic/130_0.jpg,,diabetic,diabetic,1
azh_00001311,AZH,train,cls,data/AZH/train/diabetic/131_0.jpg,,diabetic,diabetic,1
azh_00001312,AZH,train,cls,data/AZH/train/diabetic/131_1.jpg,,diabetic,diabetic,1
azh_00001313,AZH,train,cls,data/AZH/train/diabetic/132_0.jpg,,diabetic,diabetic,1
azh_00001314,AZH,train,cls,data/AZH/train/diabetic/132_1.jpg,,diabetic,diabetic,1
azh_00001315,AZH,train,cls,data/AZH/train/diabetic/133_0.jpg,,diabetic,diabetic,1
azh_00001316,AZH,train,cls,data/AZH/train/diabetic/134_0.jpg,,diabetic,diabetic,1
azh_00001317,AZH,train,cls,data/AZH/train/diabetic/134_1.jpg,,diabetic,diabetic,1
azh_00001318,AZH,train,cls,data/AZH/train/diabetic/135_0.jpg,,diabetic,diabetic,1
azh_00001319,AZH,train,cls,data/AZH/train/diabetic/136_0.jpg,,diabetic,diabetic,1
azh_00001320,AZH,train,cls,data/AZH/train/diabetic/137_0.jpg,,diabetic,diabetic,1
azh_00001321,AZH,train,cls,data/AZH/train/diabetic/139_0.jpg,,diabetic,diabetic,1
azh_00001322,AZH,train,cls,data/AZH/train/diabetic/139_1.jpg,,diabetic,diabetic,1
azh_00001323,AZH,train,cls,data/AZH/train/diabetic/13_0.jpg,,diabetic,diabetic,1
azh_00001324,AZH,train,cls,data/AZH/train/diabetic/140_0.jpg,,diabetic,diabetic,1
azh_00001325,AZH,train,cls,data/AZH/train/diabetic/141_0.jpg,,diabetic,diabetic,1
azh_00001326,AZH,train,cls,data/AZH/train/diabetic/143_0.jpg,,diabetic,diabetic,1
azh_00001327,AZH,train,cls,data/AZH/train/diabetic/144_0.jpg,,diabetic,diabetic,1
azh_00001328,AZH,train,cls,data/AZH/train/diabetic/146_0.jpg,,diabetic,diabetic,1
azh_00001329,AZH,train,cls,data/AZH/train/diabetic/146_1.jpg,,diabetic,diabetic,1
azh_00001330,AZH,train,cls,data/AZH/train/diabetic/146_2.jpg,,diabetic,diabetic,1
azh_00001331,AZH,train,cls,data/AZH/train/diabetic/147_0.jpg,,diabetic,diabetic,1
azh_00001332,AZH,train,cls,data/AZH/train/diabetic/147_1.jpg,,diabetic,diabetic,1
azh_00001333,AZH,train,cls,data/AZH/train/diabetic/148_0.jpg,,diabetic,diabetic,1
azh_00001334,AZH,train,cls,data/AZH/train/diabetic/149_0.jpg,,diabetic,diabetic,1
azh_00001335,AZH,train,cls,data/AZH/train/diabetic/150_0.jpg,,diabetic,diabetic,1
azh_00001336,AZH,train,cls,data/AZH/train/diabetic/152_0.jpg,,diabetic,diabetic,1
azh_00001337,AZH,train,cls,data/AZH/train/diabetic/153_0.jpg,,diabetic,diabetic,1
azh_00001338,AZH,train,cls,data/AZH/train/diabetic/154_0.jpg,,diabetic,diabetic,1
azh_00001339,AZH,train,cls,data/AZH/train/diabetic/15_0.jpg,,diabetic,diabetic,1
azh_00001340,AZH,train,cls,data/AZH/train/diabetic/16_0.jpg,,diabetic,diabetic,1
azh_00001341,AZH,train,cls,data/AZH/train/diabetic/18_0.jpg,,diabetic,diabetic,1
azh_00001342,AZH,train,cls,data/AZH/train/diabetic/1_0.jpg,,diabetic,diabetic,1
azh_00001343,AZH,train,cls,data/AZH/train/diabetic/20_0.jpg,,diabetic,diabetic,1
azh_00001344,AZH,train,cls,data/AZH/train/diabetic/21_0.jpg,,diabetic,diabetic,1
azh_00001345,AZH,train,cls,data/AZH/train/diabetic/22_0.jpg,,diabetic,diabetic,1
azh_00001346,AZH,train,cls,data/AZH/train/diabetic/24_0.jpg,,diabetic,diabetic,1
azh_00001347,AZH,train,cls,data/AZH/train/diabetic/25_0.jpg,,diabetic,diabetic,1
azh_00001348,AZH,train,cls,data/AZH/train/diabetic/25_1.jpg,,diabetic,diabetic,1
azh_00001349,AZH,train,cls,data/AZH/train/diabetic/26_0.jpg,,diabetic,diabetic,1
azh_00001350,AZH,train,cls,data/AZH/train/diabetic/28_0.jpg,,diabetic,diabetic,1
azh_00001351,AZH,train,cls,data/AZH/train/diabetic/29_0.jpg,,diabetic,diabetic,1
azh_00001352,AZH,train,cls,data/AZH/train/diabetic/30_0.jpg,,diabetic,diabetic,1
azh_00001353,AZH,train,cls,data/AZH/train/diabetic/31_0.jpg,,diabetic,diabetic,1
azh_00001354,AZH,train,cls,data/AZH/train/diabetic/32_0.jpg,,diabetic,diabetic,1
azh_00001355,AZH,train,cls,data/AZH/train/diabetic/32_1.jpg,,diabetic,diabetic,1
azh_00001356,AZH,train,cls,data/AZH/train/diabetic/34_0.jpg,,diabetic,diabetic,1
azh_00001357,AZH,train,cls,data/AZH/train/diabetic/36_0.jpg,,diabetic,diabetic,1
azh_00001358,AZH,train,cls,data/AZH/train/diabetic/37_0.jpg,,diabetic,diabetic,1
azh_00001359,AZH,train,cls,data/AZH/train/diabetic/38_0.jpg,,diabetic,diabetic,1
azh_00001360,AZH,train,cls,data/AZH/train/diabetic/3_0.jpg,,diabetic,diabetic,1
azh_00001361,AZH,train,cls,data/AZH/train/diabetic/41_0.jpg,,diabetic,diabetic,1
azh_00001362,AZH,train,cls,data/AZH/train/diabetic/42_0.jpg,,diabetic,diabetic,1
azh_00001363,AZH,train,cls,data/AZH/train/diabetic/43_0.jpg,,diabetic,diabetic,1
azh_00001364,AZH,train,cls,data/AZH/train/diabetic/44_0.jpg,,diabetic,diabetic,1
azh_00001365,AZH,train,cls,data/AZH/train/diabetic/46_0.jpg,,diabetic,diabetic,1
azh_00001366,AZH,train,cls,data/AZH/train/diabetic/47_0.jpg,,diabetic,diabetic,1
azh_00001367,AZH,train,cls,data/AZH/train/diabetic/49_0.jpg,,diabetic,diabetic,1
azh_00001368,AZH,train,cls,data/AZH/train/diabetic/4_0.jpg,,diabetic,diabetic,1
azh_00001369,AZH,train,cls,data/AZH/train/diabetic/50_0.jpg,,diabetic,diabetic,1
azh_00001370,AZH,train,cls,data/AZH/train/diabetic/51_0.jpg,,diabetic,diabetic,1
azh_00001371,AZH,train,cls,data/AZH/train/diabetic/53_0.jpg,,diabetic,diabetic,1
azh_00001372,AZH,train,cls,data/AZH/train/diabetic/54_0.jpg,,diabetic,diabetic,1
azh_00001373,AZH,train,cls,data/AZH/train/diabetic/54_1.jpg,,diabetic,diabetic,1
azh_00001374,AZH,train,cls,data/AZH/train/diabetic/55_0.jpg,,diabetic,diabetic,1
azh_00001375,AZH,train,cls,data/AZH/train/diabetic/55_1.jpg,,diabetic,diabetic,1
azh_00001376,AZH,train,cls,data/AZH/train/diabetic/57_0.jpg,,diabetic,diabetic,1
azh_00001377,AZH,train,cls,data/AZH/train/diabetic/58_0.jpg,,diabetic,diabetic,1
azh_00001378,AZH,train,cls,data/AZH/train/diabetic/59_0.jpg,,diabetic,diabetic,1
azh_00001379,AZH,train,cls,data/AZH/train/diabetic/5_0.jpg,,diabetic,diabetic,1
azh_00001380,AZH,train,cls,data/AZH/train/diabetic/60_0.jpg,,diabetic,diabetic,1
azh_00001381,AZH,train,cls,data/AZH/train/diabetic/63_0.jpg,,diabetic,diabetic,1
azh_00001382,AZH,train,cls,data/AZH/train/diabetic/64_0.jpg,,diabetic,diabetic,1
azh_00001383,AZH,train,cls,data/AZH/train/diabetic/64_1.jpg,,diabetic,diabetic,1
azh_00001384,AZH,train,cls,data/AZH/train/diabetic/64_2.jpg,,diabetic,diabetic,1
azh_00001385,AZH,train,cls,data/AZH/train/diabetic/66_0.jpg,,diabetic,diabetic,1
azh_00001386,AZH,train,cls,data/AZH/train/diabetic/67_0.jpg,,diabetic,diabetic,1
azh_00001387,AZH,train,cls,data/AZH/train/diabetic/68_0.jpg,,diabetic,diabetic,1
azh_00001388,AZH,train,cls,data/AZH/train/diabetic/69_0.jpg,,diabetic,diabetic,1
azh_00001389,AZH,train,cls,data/AZH/train/diabetic/71_0.jpg,,diabetic,diabetic,1
azh_00001390,AZH,train,cls,data/AZH/train/diabetic/72_0.jpg,,diabetic,diabetic,1
azh_00001391,AZH,train,cls,data/AZH/train/diabetic/73_0.jpg,,diabetic,diabetic,1
azh_00001392,AZH,train,cls,data/AZH/train/diabetic/74_0.jpg,,diabetic,diabetic,1
azh_00001393,AZH,train,cls,data/AZH/train/diabetic/75_0.jpg,,diabetic,diabetic,1
azh_00001394,AZH,train,cls,data/AZH/train/diabetic/76_0.jpg,,diabetic,diabetic,1
azh_00001395,AZH,train,cls,data/AZH/train/diabetic/77_0.jpg,,diabetic,diabetic,1
azh_00001396,AZH,train,cls,data/AZH/train/diabetic/78_0.jpg,,diabetic,diabetic,1
azh_00001397,AZH,train,cls,data/AZH/train/diabetic/78_1.jpg,,diabetic,diabetic,1
azh_00001398,AZH,train,cls,data/AZH/train/diabetic/79_0.jpg,,diabetic,diabetic,1
azh_00001399,AZH,train,cls,data/AZH/train/diabetic/7_0.jpg,,diabetic,diabetic,1
azh_00001400,AZH,train,cls,data/AZH/train/diabetic/7_1.jpg,,diabetic,diabetic,1
azh_00001401,AZH,train,cls,data/AZH/train/diabetic/80_0.jpg,,diabetic,diabetic,1
azh_00001402,AZH,train,cls,data/AZH/train/diabetic/81_0.jpg,,diabetic,diabetic,1
azh_00001403,AZH,train,cls,data/AZH/train/diabetic/81_1.jpg,,diabetic,diabetic,1
azh_00001404,AZH,train,cls,data/AZH/train/diabetic/83_0.jpg,,diabetic,diabetic,1
azh_00001405,AZH,train,cls,data/AZH/train/diabetic/84_0.jpg,,diabetic,diabetic,1
azh_00001406,AZH,train,cls,data/AZH/train/diabetic/85_0.jpg,,diabetic,diabetic,1
azh_00001407,AZH,train,cls,data/AZH/train/diabetic/86_0.jpg,,diabetic,diabetic,1
azh_00001408,AZH,train,cls,data/AZH/train/diabetic/87_0.jpg,,diabetic,diabetic,1
azh_00001409,AZH,train,cls,data/AZH/train/diabetic/88_0.jpg,,diabetic,diabetic,1
azh_00001410,AZH,train,cls,data/AZH/train/diabetic/89_0.jpg,,diabetic,diabetic,1
azh_00001411,AZH,train,cls,data/AZH/train/diabetic/90_0.jpg,,diabetic,diabetic,1
azh_00001412,AZH,train,cls,data/AZH/train/diabetic/91_0.jpg,,diabetic,diabetic,1
azh_00001413,AZH,train,cls,data/AZH/train/diabetic/92_0.jpg,,diabetic,diabetic,1
azh_00001414,AZH,train,cls,data/AZH/train/diabetic/93_0.jpg,,diabetic,diabetic,1
azh_00001415,AZH,train,cls,data/AZH/train/diabetic/94_0.jpg,,diabetic,diabetic,1
azh_00001416,AZH,train,cls,data/AZH/train/diabetic/95_0.jpg,,diabetic,diabetic,1
azh_00001417,AZH,train,cls,data/AZH/train/diabetic/96_0.jpg,,diabetic,diabetic,1
azh_00001418,AZH,train,cls,data/AZH/train/diabetic/97_0.jpg,,diabetic,diabetic,1
azh_00001419,AZH,train,cls,data/AZH/train/diabetic/98_0.jpg,,diabetic,diabetic,1
azh_00001420,AZH,train,cls,data/AZH/train/diabetic/99_0.jpg,,diabetic,diabetic,1
azh_00001421,AZH,train,cls,data/AZH/train/diabetic/9_0.jpg,,diabetic,diabetic,1
azh_00001422,AZH,train,cls,data/AZH/train/diabetic/9_1.jpg,,diabetic,diabetic,1
azh_00001423,AZH,train,cls,data/AZH/train/diabetic/9_2.jpg,,diabetic,diabetic,1
azh_00001424,AZH,train,cls,data/AZH/train/no wound/1.jpg,,no_wound,no wound,1
azh_00001425,AZH,train,cls,data/AZH/train/no wound/10.jpg,,no_wound,no wound,1
azh_00001426,AZH,train,cls,data/AZH/train/no wound/11.jpg,,no_wound,no wound,1
azh_00001427,AZH,train,cls,data/AZH/train/no wound/12.jpg,,no_wound,no wound,1
azh_00001428,AZH,train,cls,data/AZH/train/no wound/13.jpg,,no_wound,no wound,1
azh_00001429,AZH,train,cls,data/AZH/train/no wound/14.jpg,,no_wound,no wound,1
azh_00001430,AZH,train,cls,data/AZH/train/no wound/15.jpg,,no_wound,no wound,1
azh_00001431,AZH,train,cls,data/AZH/train/no wound/16.jpg,,no_wound,no wound,1
azh_00001432,AZH,train,cls,data/AZH/train/no wound/17.jpg,,no_wound,no wound,1
azh_00001433,AZH,train,cls,data/AZH/train/no wound/18.jpg,,no_wound,no wound,1
azh_00001434,AZH,train,cls,data/AZH/train/no wound/19.jpg,,no_wound,no wound,1
azh_00001435,AZH,train,cls,data/AZH/train/no wound/2.jpg,,no_wound,no wound,1
azh_00001436,AZH,train,cls,data/AZH/train/no wound/20.jpg,,no_wound,no wound,1
azh_00001437,AZH,train,cls,data/AZH/train/no wound/21.jpg,,no_wound,no wound,1
azh_00001438,AZH,train,cls,data/AZH/train/no wound/22.jpg,,no_wound,no wound,1
azh_00001439,AZH,train,cls,data/AZH/train/no wound/23.jpg,,no_wound,no wound,1
azh_00001440,AZH,train,cls,data/AZH/train/no wound/24.jpg,,no_wound,no wound,1
azh_00001441,AZH,train,cls,data/AZH/train/no wound/25.jpg,,no_wound,no wound,1
azh_00001442,AZH,train,cls,data/AZH/train/no wound/26.jpg,,no_wound,no wound,1
azh_00001443,AZH,train,cls,data/AZH/train/no wound/27.jpg,,no_wound,no wound,1
azh_00001444,AZH,train,cls,data/AZH/train/no wound/28.jpg,,no_wound,no wound,1
azh_00001445,AZH,train,cls,data/AZH/train/no wound/29.jpg,,no_wound,no wound,1
azh_00001446,AZH,train,cls,data/AZH/train/no wound/3.jpg,,no_wound,no wound,1
azh_00001447,AZH,train,cls,data/AZH/train/no wound/30.jpg,,no_wound,no wound,1
azh_00001448,AZH,train,cls,data/AZH/train/no wound/31.jpg,,no_wound,no wound,1
azh_00001449,AZH,train,cls,data/AZH/train/no wound/32.jpg,,no_wound,no wound,1
azh_00001450,AZH,train,cls,data/AZH/train/no wound/33.jpg,,no_wound,no wound,1
azh_00001451,AZH,train,cls,data/AZH/train/no wound/34.jpg,,no_wound,no wound,1
azh_00001452,AZH,train,cls,data/AZH/train/no wound/35.jpg,,no_wound,no wound,1
azh_00001453,AZH,train,cls,data/AZH/train/no wound/36.jpg,,no_wound,no wound,1
azh_00001454,AZH,train,cls,data/AZH/train/no wound/37.jpg,,no_wound,no wound,1
azh_00001455,AZH,train,cls,data/AZH/train/no wound/38.jpg,,no_wound,no wound,1
azh_00001456,AZH,train,cls,data/AZH/train/no wound/39.jpg,,no_wound,no wound,1
azh_00001457,AZH,train,cls,data/AZH/train/no wound/4.jpg,,no_wound,no wound,1
azh_00001458,AZH,train,cls,data/AZH/train/no wound/40.jpg,,no_wound,no wound,1
azh_00001459,AZH,train,cls,data/AZH/train/no wound/41.jpg,,no_wound,no wound,1
azh_00001460,AZH,train,cls,data/AZH/train/no wound/42.jpg,,no_wound,no wound,1
azh_00001461,AZH,train,cls,data/AZH/train/no wound/43.jpg,,no_wound,no wound,1
azh_00001462,AZH,train,cls,data/AZH/train/no wound/44.jpg,,no_wound,no wound,1
azh_00001463,AZH,train,cls,data/AZH/train/no wound/45.jpg,,no_wound,no wound,1
azh_00001464,AZH,train,cls,data/AZH/train/no wound/46.jpg,,no_wound,no wound,1
azh_00001465,AZH,train,cls,data/AZH/train/no wound/47.jpg,,no_wound,no wound,1
azh_00001466,AZH,train,cls,data/AZH/train/no wound/48.jpg,,no_wound,no wound,1
azh_00001467,AZH,train,cls,data/AZH/train/no wound/49.jpg,,no_wound,no wound,1
